	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
RhASF-10_1_4035	RhASF-10	1	4035	4373824	4375380	1	D										AMP-binding enzyme [PF00501.33]; AMP-binding enzyme C-terminal domain [PF13193.11]					0
RhASF-10_1_4036	RhASF-10	1	4036	4375627	4375941	1	D										S13-like H2TH domain [PF22525.1]					0
RhASF-10_1_4037	RhASF-10	1	4037	4376009	4376491	1	C	K07228	K+:H+ antiporter subunit KhtT								TrkA-C domain [PF02080.26]					0
RhASF-10_1_4038	RhASF-10	1	4038	4376512	4377684	1	C	K26732	K+:H+ antiporter subunit KhtU								Sodium/hydrogen exchanger family [PF00999.26]					0
RhASF-10_1_4039	RhASF-10	1	4039	4377697	4378359	1	D										FCD domain [PF07729.17]; Bacterial regulatory proteins, gntR family [PF00392.26]					0
RhASF-10_1_4040	RhASF-10	1	4040	4378426	4380561	-1	C	K01782	3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]	MER1073108	S49C	MER1073108 - subfamily S49C non-peptidase homologues (Deferribacter desulfuricans) [S49.UNC]#S49C#{peptidase unit: 109-219}~source D3P9A0~	False	0.346	61.0	6.587e-08	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain [PF02737.23]; Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10]; 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain [PF00725.27]					0
RhASF-10_1_4041	RhASF-10	1	4041	4380571	4381803	-1	D										Thiolase, N-terminal domain [PF00108.28]; Thiolase, C-terminal domain [PF02803.23]; Thiolase C-terminal domain-like [PF22691.1]					0
RhASF-10_1_4042	RhASF-10	1	4042	4382017	4382253	1	E															0
RhASF-10_1_4043	RhASF-10	1	4043	4382266	4384713	-1	C	K02343	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]								DNA polymerase III, delta subunit [PF13177.11]; DNA polymerase III subunits gamma and tau domain III [PF12169.13]; DNA polymerase III subunit tau, C-terminal domain [PF20964.2]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.17]; DNA polymerase III clamp loader subunit, ATPase lid domain [PF22608.1]; ATPase family associated with various cellular activities (AAA) [PF00004.34]					0
RhASF-10_1_4044	RhASF-10	1	4044	4384710	4387103	-1	D										Helicase conserved C-terminal domain [PF13625.11]					0
RhASF-10_1_4045	RhASF-10	1	4045	4387155	4387757	-1	D										HhH-GPD superfamily base excision DNA repair protein [PF00730.30]					0
RhASF-10_1_4046	RhASF-10	1	4046	4388181	4389251	1	E															0
RhASF-10_1_4047	RhASF-10	1	4047	4389306	4389779	1	D										Family of unknown function (DUF5956) [PF19381.4]					0
RhASF-10_1_4048	RhASF-10	1	4048	4389945	4392680	-1	D										AAA ATPase domain [PF13191.11]; Bacterial regulatory proteins, luxR family [PF00196.24]; MalT-like TPR region [PF17874.6]					0
RhASF-10_1_4049	RhASF-10	1	4049	4392982	4393785	-1	D										Transglutaminase-like superfamily [PF01841.24]					0
RhASF-10_1_4050	RhASF-10	1	4050	4393823	4394476	-1	C	K02039	phosphate transport system protein								PhoU domain [PF01895.24]					0
RhASF-10_1_4051	RhASF-10	1	4051	4394578	4394907	1	C	K09771	small multidrug resistance family-3 protein								Uncharacterised BCR, YnfA/UPF0060 family [PF02694.20]					0
RhASF-10_1_4052	RhASF-10	1	4052	4394932	4396176	-1	D										Secretory lipase [PF03583.19]					0
RhASF-10_1_4053	RhASF-10	1	4053	4396349	4397020	-1	D										Transcriptional regulator SbtR-like, C-terminal domain [PF21597.2]; Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_4054	RhASF-10	1	4054	4397126	4398643	1	D										Fungal trichothecene efflux pump (TRI12) [PF06609.18]; Major Facilitator Superfamily [PF07690.21]; Sugar (and other) transporter [PF00083.29]					0
RhASF-10_1_4055	RhASF-10	1	4055	4398705	4399991	-1	D										Aspartate amino-transferase [PF12897.12]; Aminotransferase class I and II [PF00155.26]					0
RhASF-10_1_4056	RhASF-10	1	4056	4400542	4401288	-1	C	K00019	3-hydroxybutyrate dehydrogenase [EC:1.1.1.30]								Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]					0
RhASF-10_1_4057	RhASF-10	1	4057	4401285	4402700	-1	C	K08172	MFS transporter, MHS family, shikimate and dehydroshikimate transport protein								Sugar (and other) transporter [PF00083.29]; Major Facilitator Superfamily [PF07690.21]					0
RhASF-10_1_4058	RhASF-10	1	4058	4402784	4403746	1	D										Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.32]					0
RhASF-10_1_4059	RhASF-10	1	4059	4403776	4404498	1	D										Mycothiol-dependent nitroreductase Rv2466c [PF22234.1]					0
RhASF-10_1_4060	RhASF-10	1	4060	4404511	4405128	-1	D										RibD C-terminal domain [PF01872.22]					0
RhASF-10_1_4061	RhASF-10	1	4061	4405162	4406028	-1	D			MER0131484	S33	MER0131484 - family S33 non-peptidase homologues (Stackebrandtia nassauensis) [S33.UNW]#S33#{peptidase unit: 14-261}~source GEBA2500559280~	False	0.548	264.0	1.136e-77	Serine aminopeptidase, S33 [PF12146.13]					0
RhASF-10_1_4062	RhASF-10	1	4062	4406088	4406735	-1	D										ubiE/COQ5 methyltransferase family [PF01209.23]; Methyltransferase domain [PF13847.11]; Methyltransferase domain [PF13649.11]; Methyltransferase domain [PF08242.17]; Methyltransferase domain [PF08241.17]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.24]; Methyltransferase domain [PF13489.11]; Methyltransferase small domain [PF05175.19]; 16S rRNA methyltransferase RsmB/F [PF01189.22]; Mycolic acid cyclopropane synthetase [PF02353.25]; Tellurite resistance protein TehB [PF03848.19]					0
RhASF-10_1_4063	RhASF-10	1	4063	4406772	4408235	1	D										Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.32]; FAD dependent oxidoreductase [PF12831.12]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.11]; FAD binding domain [PF00890.29]; Glucose inhibited division protein A [PF01134.27]; HI0933-like protein Rossmann domain [PF03486.19]; FAD dependent oxidoreductase [PF01266.29]					0
RhASF-10_1_4064	RhASF-10	1	4064	4408207	4408818	-1	D										CDP-alcohol phosphatidyltransferase [PF01066.26]					0
RhASF-10_1_4065	RhASF-10	1	4065	4408815	4409483	-1	D										VTT domain [PF09335.16]					0
RhASF-10_1_4066	RhASF-10	1	4066	4409628	4410863	1	D										Bacterial extracellular solute-binding protein [PF13416.11]					0
RhASF-10_1_4067	RhASF-10	1	4067	4410860	4411699	1	D										Binding-protein-dependent transport system inner membrane component [PF00528.27]					0
RhASF-10_1_4068	RhASF-10	1	4068	4411696	4412469	1	D										Binding-protein-dependent transport system inner membrane component [PF00528.27]					0
RhASF-10_1_4069	RhASF-10	1	4069	4412466	4413497	1	D										ABC transporter [PF00005.32]					0
RhASF-10_1_4070	RhASF-10	1	4070	4413678	4415606	-1	E															0
RhASF-10_1_4071	RhASF-10	1	4071	4415861	4416223	-1	E															0
RhASF-10_1_4072	RhASF-10	1	4072	4416220	4417401	-1	D										Double-GTPase 2 [PF19993.4]					0
RhASF-10_1_4073	RhASF-10	1	4073	4417631	4418491	1	C	K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]								tRNA synthetases class I (E and Q), catalytic domain [PF00749.26]					0
RhASF-10_1_4074	RhASF-10	1	4074	4418595	4419491	1	E															0
RhASF-10_1_4075	RhASF-10	1	4075	4419570	4420313	1	C	K09125	queuosine precursor transporter								Putative vitamin uptake transporter [PF02592.20]					0
RhASF-10_1_4076	RhASF-10	1	4076	4420310	4421158	-1	C	K02616	phenylacetic acid degradation operon negative regulatory protein								PaaX-like protein C-terminal domain [PF08223.16]; PaaX protein central Cas2-like domain [PF20803.2]; PaaX-like protein [PF07848.17]					0
RhASF-10_1_4077	RhASF-10	1	4077	4421127	4422338	-1	C	K01556	kynureninase [EC:3.7.1.3]								Aminotransferase class-V [PF00266.24]; Kynureninase C-terminal domain [PF22580.1]; Cys/Met metabolism PLP-dependent enzyme [PF01053.25]					0
RhASF-10_1_4078	RhASF-10	1	4078	4422335	4423189	-1	C	K00453	tryptophan 2,3-dioxygenase [EC:1.13.11.11]								Tryptophan 2,3-dioxygenase [PF03301.18]					0
RhASF-10_1_4079	RhASF-10	1	4079	4423330	4423707	1	C	K02171	BlaI family transcriptional regulator, penicillinase repressor								Penicillinase repressor [PF03965.21]					0
RhASF-10_1_4080	RhASF-10	1	4080	4423704	4424585	1	C	K02172	bla regulator protein blaR1	MER0888322	M48B	MER0888322 - subfamily M48B non-peptidase homologues (Rhodococcus sp. PML026) [M48.UNB]#M48B#{peptidase unit: 112-184}~source A0A0F3I5W5~	False	0.886	135.0	2.878e-33	Peptidase family M48 [PF01435.23]; BlaR1 peptidase M56 [PF05569.16]					0
RhASF-10_1_4081	RhASF-10	1	4081	4424588	4425307	-1	C	K22736	vacuolar iron transporter family protein								VIT family [PF01988.24]					0
RhASF-10_1_4082	RhASF-10	1	4082	4425300	4425776	-1	D										Predicted membrane protein (DUF2231) [PF09990.14]					0
RhASF-10_1_4083	RhASF-10	1	4083	4425828	4430219	-1	D										Condensation domain [PF00668.25]; AMP-binding enzyme [PF00501.33]; AMP-binding enzyme C-terminal domain [PF13193.11]; Phosphopantetheine attachment site [PF00550.30]					0
RhASF-10_1_4084	RhASF-10	1	4084	4430347	4431042	1	C	K07006	uncharacterized protein													0
RhASF-10_1_4085	RhASF-10	1	4085	4430996	4432234	-1	C	K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]								Queuine tRNA-ribosyltransferase [PF01702.23]					0
RhASF-10_1_4086	RhASF-10	1	4086	4432283	4434235	-1	C	K18888	ATP-binding cassette, subfamily B, multidrug efflux pump								ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28]					0
RhASF-10_1_4087	RhASF-10	1	4087	4434232	4435962	-1	C	K18887	ATP-binding cassette, subfamily B, multidrug efflux pump								ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28]					0
RhASF-10_1_4088	RhASF-10	1	4088	4436053	4438341	-1	C	K06994	putative drug exporter of the RND superfamily								MMPL family [PF03176.20]					0
RhASF-10_1_4089	RhASF-10	1	4089	4438344	4438973	-1	D										MftR C-terminal domain [PF17754.6]; Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_4090	RhASF-10	1	4090	4439069	4439527	-1	D										Iron-dependent Transcriptional regulator [PF02082.25]					0
RhASF-10_1_4091	RhASF-10	1	4091	4439588	4440223	-1	D										SOUL heme-binding protein [PF04832.17]					0
RhASF-10_1_4092	RhASF-10	1	4092	4440333	4441238	1	C	K15537	alkylglycerol monooxygenase [EC:1.14.16.5]								Fatty acid hydroxylase [PF04116.18]					0
RhASF-10_1_4093	RhASF-10	1	4093	4441219	4441908	-1	D										YceI-like domain [PF04264.18]					0
RhASF-10_1_4094	RhASF-10	1	4094	4442020	4443039	1	C	K04477	putative hydrolase								PHP domain [PF02811.24]; Helix-hairpin-helix domain [PF14716.11]					0
RhASF-10_1_4095	RhASF-10	1	4095	4443036	4443950	1	D			MER0041210	S09X	MER0041210 - family S9 unassigned peptidases (Nocardia farcinica) [S09.UPW]#S09X#{peptidase unit: 63-314}~source YP_121490-1~	False	0.594	289.0	7.668e-86	alpha/beta hydrolase fold [PF07859.18]; BD-FAE [PF20434.3]; Prolyl oligopeptidase family [PF00326.26]; Serine aminopeptidase, S33 [PF12146.13]; Cutinase [PF12740.12]; Dienelactone hydrolase family [PF01738.23]; Phospholipase/Carboxylesterase [PF02230.21]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]; Chlorophyllase [PF07224.16]; Esterase FrsA-like [PF06500.16]; Alpha/beta hydrolase family [PF12697.12]; Esterase PHB depolymerase [PF10503.14]; Lipase [PF00151.24]; alpha/beta hydrolase fold [PF00561.25]					0
RhASF-10_1_4096	RhASF-10	1	4096	4443956	4444465	1	E															0
RhASF-10_1_4097	RhASF-10	1	4097	4445178	4445870	1	D										Host cell surface-exposed lipoprotein [PF07553.16]					0
RhASF-10_1_4098	RhASF-10	1	4098	4446072	4446338	-1	D										CsbD-like [PF05532.17]					0
RhASF-10_1_4099	RhASF-10	1	4099	4446363	4446818	-1	C	K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]								MafB19-like deaminase [PF14437.11]; Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.28]; Bd3614-like deaminase [PF14439.11]					0
RhASF-10_1_4100	RhASF-10	1	4100	4446822	4447433	-1	E															0
RhASF-10_1_4101	RhASF-10	1	4101	4447458	4448396	1	C	K04517	prephenate dehydrogenase [EC:1.3.1.12]								Prephenate dehydrogenase, nucleotide-binding domain [PF02153.22]; Prephenate dehydrogenase, dimerization domain [PF20463.3]					0
RhASF-10_1_4102	RhASF-10	1	4102	4448369	4448884	-1	C	K09957	uncharacterized protein								Putative glycolipid-binding [PF06475.16]					0
RhASF-10_1_4103	RhASF-10	1	4103	4449073	4449414	1	E															0
RhASF-10_1_4104	RhASF-10	1	4104	4449846	4451669	-1	D										ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28]					0
RhASF-10_1_4105	RhASF-10	1	4105	4451662	4453455	-1	C	K06147	ATP-binding cassette, subfamily B, bacterial								ABC transporter [PF00005.32]; ABC transporter transmembrane region [PF00664.28]; RecF/RecN/SMC N terminal domain [PF02463.24]					0
RhASF-10_1_4106	RhASF-10	1	4106	4453634	4454782	1	D										C-5 cytosine-specific DNA methylase [PF00145.22]					0
RhASF-10_1_4107	RhASF-10	1	4107	4454779	4455195	1	C	K07458	DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]								DNA mismatch endonuclease Vsr [PF03852.20]; REase_MTES_1575 [PF18741.6]; Protein of unknown function (DUF559) [PF04480.17]					0
RhASF-10_1_4108	RhASF-10	1	4108	4455292	4456335	1	E															0
RhASF-10_1_4109	RhASF-10	1	4109	4456366	4457034	1	D										Protein of unknown function (DUF998) [PF06197.18]					0
RhASF-10_1_4110	RhASF-10	1	4110	4457010	4457495	1	C	K08968	L-methionine (R)-S-oxide reductase [EC:1.8.4.14]								GAF domain [PF13185.11]; GAF domain [PF01590.31]; GAF domain [PF13492.11]					0
RhASF-10_1_4111	RhASF-10	1	4111	4457479	4459137	-1	C	K00863	triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15]								Dak1 domain [PF02733.22]; DAK2 domain [PF02734.22]					0
RhASF-10_1_4112	RhASF-10	1	4112	4459203	4459754	1	D										YceI-like domain [PF04264.18]					0
RhASF-10_1_4113	RhASF-10	1	4113	4459907	4460524	1	C	K09807	uncharacterized protein								Protein of unknown function (DUF541) [PF04402.19]					0
RhASF-10_1_4114	RhASF-10	1	4114	4460521	4461630	-1	D										CoA-transferase family III [PF02515.22]					0
RhASF-10_1_4115	RhASF-10	1	4115	4461654	4462535	-1	C	K15777	4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]								Catalytic LigB subunit of aromatic ring-opening dioxygenase [PF02900.23]					0
RhASF-10_1_4116	RhASF-10	1	4116	4462798	4463253	-1	E															0
RhASF-10_1_4117	RhASF-10	1	4117	4463286	4463738	1	E															0
RhASF-10_1_4118	RhASF-10	1	4118	4463710	4463919	-1	E															0
RhASF-10_1_4119	RhASF-10	1	4119	4464014	4464541	1	D										MarR family [PF01047.27]; Winged helix DNA-binding domain [PF13463.11]					0
RhASF-10_1_4120	RhASF-10	1	4120	4464614	4465807	1	C	K00451	homogentisate 1,2-dioxygenase [EC:1.13.11.5]								Homogentisate 1,2-dioxygenase N-terminal [PF20510.3]; Homogentisate 1,2-dioxygenase C-terminal [PF04209.18]					0
RhASF-10_1_4121	RhASF-10	1	4121	4465774	4466592	1	E															0
RhASF-10_1_4122	RhASF-10	1	4122	4466609	4467775	1	C	K01555	fumarylacetoacetase [EC:3.7.1.2]								Fumarylacetoacetate (FAA) hydrolase family [PF01557.23]; Fumarylacetoacetase N-terminal [PF09298.16]					0
RhASF-10_1_4123	RhASF-10	1	4123	4467783	4468442	-1	D										Bacterial transcriptional regulator [PF01614.23]; IclR helix-turn-helix domain [PF09339.15]					0
RhASF-10_1_4124	RhASF-10	1	4124	4468537	4469076	-1	C	K01726	gamma-carbonic anhydrase [EC:4.2.1.-]								Dynactin subunit 5 [PF21711.2]					0
RhASF-10_1_4125	RhASF-10	1	4125	4469252	4470475	1	C	K18313	succinyl-CoA---D-citramalate CoA-transferase [EC:2.8.3.20]								CoA-transferase family III [PF02515.22]					0
RhASF-10_1_4126	RhASF-10	1	4126	4470477	4471358	1	C	K01640	hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]								HMGL-like [PF00682.24]					0
RhASF-10_1_4127	RhASF-10	1	4127	4471432	4472811	1	D										Dicarboxylate carrier protein MatC N-terminus [PF07158.16]					0
RhASF-10_1_4128	RhASF-10	1	4128	4472852	4473364	-1	D										AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11]; Lrp/AsnC ligand binding domain [PF01037.26]					0
RhASF-10_1_4129	RhASF-10	1	4129	4473572	4474777	1	C	K00457	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]								Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal [PF14696.11]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF13669.11]; Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [PF00903.30]					0
RhASF-10_1_4130	RhASF-10	1	4130	4474806	4475291	-1	D										AsnC-type helix-turn-helix domain [PF13404.11]; Winged helix-turn-helix DNA-binding [PF13412.11]					0
RhASF-10_1_4131	RhASF-10	1	4131	4475450	4476565	1	C	K00166	2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]								Dehydrogenase E1 component [PF00676.25]; Transketolase, thiamine diphosphate binding domain [PF00456.26]					0
RhASF-10_1_4132	RhASF-10	1	4132	4476562	4477566	1	C	K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta [EC:1.2.4.4]								Transketolase, pyrimidine binding domain [PF02779.29]; Transketolase, C-terminal domain [PF02780.25]					0
RhASF-10_1_4133	RhASF-10	1	4133	4477563	4478819	1	C	K09699	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]								2-oxoacid dehydrogenases acyltransferase (catalytic domain) [PF00198.28]; Biotin-requiring enzyme [PF00364.27]					0
RhASF-10_1_4134	RhASF-10	1	4134	4478816	4480183	1	C	K00382	dihydrolipoyl dehydrogenase [EC:1.8.1.4]								Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]; Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27]; Pyridine nucleotide-disulphide oxidoreductase [PF00070.32]; Pyridine nucleotide-disulphide oxidoreductase [PF13738.11]; FAD dependent oxidoreductase [PF12831.12]; FAD binding domain [PF00890.29]; Lycopene cyclase protein [PF05834.17]					0
RhASF-10_1_4135	RhASF-10	1	4135	4480262	4480948	1	E															0
RhASF-10_1_4136	RhASF-10	1	4136	4481092	4482024	-1	D										Sugar (and other) transporter [PF00083.29]; Major Facilitator Superfamily [PF07690.21]					0
RhASF-10_1_4137	RhASF-10	1	4137	4482043	4482393	-1	E															0
RhASF-10_1_4138	RhASF-10	1	4138	4482690	4484099	1	C	K00104	glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]								FAD linked oxidases, C-terminal domain [PF02913.24]; FAD binding domain [PF01565.28]					0
RhASF-10_1_4139	RhASF-10	1	4139	4484083	4485192	-1	D										PucR C-terminal helix-turn-helix domain [PF13556.11]					0
RhASF-10_1_4140	RhASF-10	1	4140	4485239	4485622	-1	C	K02614	acyl-CoA thioesterase [EC:3.1.2.-]													0
RhASF-10_1_4141	RhASF-10	1	4141	4485631	4485948	-1	D										EthD domain [PF07110.16]					0
RhASF-10_1_4142	RhASF-10	1	4142	4485945	4487972	-1	C	K02618	oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]								Aldehyde dehydrogenase family [PF00171.27]; MaoC like domain [PF01575.24]; Mesaconyl-CoA hydratase [PF19315.4]; N-terminal half of MaoC dehydratase [PF13452.11]					0
RhASF-10_1_4143	RhASF-10	1	4143	4488049	4488660	-1	D										Tetracyclin repressor-like, C-terminal domain [PF17932.6]; Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_4144	RhASF-10	1	4144	4488771	4489970	1	D										Thiolase, N-terminal domain [PF00108.28]; Thiolase, C-terminal domain [PF02803.23]					0
RhASF-10_1_4145	RhASF-10	1	4145	4489967	4490689	1	D			MER1073240	S49C	MER1073240 - subfamily S49C non-peptidase homologues (Acinetobacter bohemicus) [S49.UNC]#S49C#{peptidase unit: 84-212}~source N8Q6E4~	False	0.351	76.0	4.796e-14	Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10]					0
